location,sqft,bedrooms,bathrooms,age,price
Urban,3712,4,1,26,1911614.5887284845
Suburban,5224,6,2,40,2076795.96557139
Suburban,2811,4,1,16,1285422.2021890762
Suburban,5177,2,4,21,2082920.84509991
Urban,3227,6,5,46,2038337.9690693747
Suburban,1819,4,3,38,1020570.2049415251
Suburban,1094,5,2,35,738001.1909526492
Suburban,4922,6,4,10,2201549.1660614316
Rural,2058,1,1,82,414351.22237635794
Urban,2449,5,1,59,1470417.9724866136
Rural,1290,4,2,41,515475.54346738214
Suburban,3019,1,4,94,1274075.3227422189
Suburban,560,3,1,87,357103.8486626547
Urban,3991,6,3,95,2187186.226269028
Rural,3626,2,2,80,734276.9130726269
Rural,4886,7,2,61,1100557.0768624388
Rural,3063,3,3,80,670978.7365929061
Urban,4504,3,3,8,2360193.8268847186
Urban,3317,1,1,84,1429351.1334491032
Urban,2787,4,3,61,1535119.7680697043
Suburban,2110,6,2,62,1075558.0472201016
Suburban,4399,4,5,72,1774195.8461810178
Urban,5622,7,2,27,2989518.4592290777
Urban,1305,3,3,57,1099473.7677588428
Urban,3564,3,1,73,1735052.995738507
Urban,632,3,2,37,609623.9278959243
Rural,3169,3,3,12,795785.3284241591
Urban,4868,7,3,10,2777486.3006556034
Suburban,906,7,4,88,793936.117503106
Suburban,3295,1,2,92,1129203.572913259
Suburban,1495,1,3,79,670533.5471997338
Rural,2131,7,1,7,660039.7968956945
Suburban,5581,4,4,94,2131784.8789877365
Urban,4727,2,1,89,2069403.0072020332
Urban,5219,2,3,93,2344742.511970076
Urban,3240,1,4,24,1702437.1971461072
Rural,1054,6,3,49,316889.99762682995
Rural,3418,3,5,38,820664.9131139971
Rural,1285,5,5,98,560367.8821700132
Suburban,1082,2,3,57,554624.296731711
Rural,599,4,2,49,248526.14731080533
Rural,945,1,3,16,313950.2179737716
Rural,5071,2,3,2,1028842.274693437
Rural,4811,3,3,64,1048927.937220683
Urban,5147,5,1,14,2579958.1781817344
Urban,2349,6,4,57,1675575.2214449693
Suburban,4043,4,2,83,1665554.81916273
Suburban,2733,7,4,80,1464010.184980303
Suburban,3497,7,5,25,1763783.9913657259
Rural,4806,4,3,100,963997.5443867639
Urban,1344,1,5,22,1105446.7903606424
Urban,3809,5,3,88,1964251.163646015
Suburban,1251,6,2,94,761601.8058395114
Suburban,3561,6,5,7,1776546.0595830812
Urban,5502,7,5,44,2938401.926698929
Suburban,5896,1,4,94,2132907.780561779
Suburban,4935,6,3,65,2194642.0529040266
Suburban,5674,4,4,83,2217779.088577128
Suburban,3652,3,3,100,1466319.6256090454
Urban,3111,2,4,33,1581535.849509928
Rural,3687,1,1,74,700542.1809409255
Urban,2320,6,5,18,1633461.5369419968
Urban,5741,7,5,0,3181755.955903428
Urban,4721,2,5,17,2397716.347049194
Suburban,4771,5,5,33,2272316.820754844
Rural,4821,2,3,29,1037860.0801890225
Rural,1627,1,2,66,389269.6756616557
Suburban,2130,6,4,35,1277781.4513175557
Urban,2613,3,2,92,1344451.0171133124
Suburban,1045,7,2,90,781855.4353033898
Rural,2301,6,1,73,648892.158907713
Suburban,5917,4,5,41,2441059.3118659095
Rural,3201,2,2,94,637064.5725121062
Suburban,2717,6,1,0,1426188.167239569
Suburban,5458,1,1,43,1845864.4688101166
Urban,824,6,3,23,1056321.9242690392
Suburban,4109,4,5,41,1818873.0122759028
Rural,3537,7,3,32,901903.9558182821
Suburban,2830,4,5,8,1554901.5291006942
Suburban,2213,1,5,68,965032.946511907
Rural,3252,3,4,90,602672.5631695274
Rural,5196,4,2,85,1100172.1837446543
Urban,529,6,5,23,968398.4863654451
Suburban,4085,1,5,3,1834754.6063317445
Urban,3212,1,2,79,1307936.5274150618
Suburban,1845,1,4,11,804727.5967489546
Urban,3052,7,1,30,1884394.2312089363
Urban,2024,5,3,64,1325901.521858731
Rural,4914,6,2,29,1169000.2921997681
Urban,2851,2,1,45,1501454.562553157
Urban,2719,7,3,15,1876517.7019274093
Urban,3989,5,3,90,2132360.6690337867
Suburban,884,1,2,32,509600.7047161177
Suburban,3457,2,2,55,1357313.5681656955
Urban,5585,6,3,78,2915454.3448655475
Suburban,5690,4,3,78,2247160.178657908
Urban,2079,3,4,72,1186520.9219127197
Suburban,5141,7,1,10,2096578.6511612434
Urban,972,7,3,77,979695.7264497548
Suburban,4145,5,3,74,1744580.8144674054
Rural,4195,2,2,57,860848.2927203297
Suburban,5211,2,1,77,1726895.314960164
Rural,4604,2,4,14,1078137.4855262488
Rural,3335,2,4,93,743162.2794277283
Suburban,4794,4,5,49,2052647.343954608
Urban,2033,4,4,13,1402286.5007295387
Rural,3524,2,2,22,738676.6947150759
Suburban,3458,5,5,17,1702177.9904636815
Urban,3933,3,3,15,2102858.8601894295
Rural,2545,1,4,69,665169.251387926
Urban,1552,3,3,19,1073115.4679469746
Urban,5760,4,4,62,2829815.9993685214
Urban,2200,3,2,40,1316907.498951556
Suburban,4774,2,3,4,1860778.3729559677
Rural,1569,3,4,100,444956.77162461233
Suburban,2201,4,1,30,1052910.9143772738
Suburban,3789,1,1,55,1354314.5351661697
Rural,4795,7,3,57,1103757.9448768096
Suburban,1353,3,1,52,696945.8806780562
Rural,4431,3,4,50,1087965.7523292752
Urban,3964,1,1,11,1707317.5479844972
Rural,3527,1,1,31,738964.4540521342
Suburban,1829,2,2,77,752460.4807655443
Rural,902,4,3,85,372132.85772169445
Suburban,557,1,3,80,223970.43394454196
Rural,5129,5,2,6,1143222.9640995213
Suburban,4627,1,3,97,1590481.2766374813
Rural,3556,1,4,43,707702.2519209114
Suburban,5091,4,4,79,2034577.514863131
Suburban,2086,6,4,71,1048865.577976921
Urban,5009,7,2,54,2700946.876354722
Suburban,4775,4,5,99,2001950.6850376197
Rural,3385,2,3,95,640820.8896784122
Rural,1833,5,2,67,606693.5923700323
Urban,890,5,4,29,1118234.6437871067
Rural,4886,4,4,39,1030209.774976176
Suburban,4447,3,5,83,1868091.892905719
Suburban,3238,7,3,38,1610330.9136564916
Suburban,5270,2,5,42,2102612.7224257514
Urban,5582,7,4,42,3032829.0142215616
Urban,725,7,3,70,972928.186025823
Rural,2882,2,1,19,607268.8564904042
Rural,1556,7,3,47,527174.4410216527
Rural,4844,4,5,85,1027922.0698303205
Rural,959,3,4,30,379988.9940906296
Rural,1562,3,2,68,439002.65159219527
Suburban,4282,3,4,82,1679400.51122395
Urban,4895,5,1,21,2436281.9826240167
Rural,1388,5,1,78,374371.9973842264
Rural,5062,3,3,66,1125777.162831923
Urban,2388,4,2,88,1373662.6708382498
Rural,5129,4,3,98,1182808.0606231974
Suburban,5745,3,4,99,2164364.695717654
Suburban,1587,5,5,47,1041264.4925487648
Rural,4472,1,2,3,840776.917384282
Rural,5043,5,1,75,1117026.8363857009
Urban,1385,2,1,56,810825.8954381406
Urban,4731,2,1,51,2068380.6402819855
Suburban,3623,5,5,48,1763766.9245518711
Suburban,2453,5,1,13,1298998.7279397405
Rural,5004,6,3,26,1217060.9357419817
Rural,591,7,4,2,485100.92860182765
Urban,798,7,3,85,956342.6685794708
Rural,4795,6,2,93,1064194.4152427716
Urban,1561,5,4,83,1173924.1905618124
Rural,2642,1,2,6,662931.2279771571
Rural,1889,6,2,33,607090.8563866309
Urban,1646,6,1,53,1139454.7184440696
Urban,4338,5,5,25,2499261.7555998755
Urban,4223,4,3,62,2201701.538996151
Suburban,3642,3,1,73,1458416.057476035
Rural,4015,2,3,37,779245.1120009798
Suburban,5738,4,3,97,2200514.6231712415
Rural,5288,2,1,28,981553.0622494172
Urban,4507,1,3,40,2033630.8507319954
Urban,3052,7,3,98,1829662.1929070717
Rural,3446,2,3,71,776231.3150511414
Suburban,4997,6,1,39,2095611.6611456089
Rural,2425,5,4,82,580465.2605427786
Urban,1364,3,4,50,1042695.5486521642
Urban,4183,3,5,5,2281119.8662324697
Urban,5651,7,5,51,3091460.5637589023
Suburban,889,4,5,27,837310.4760477395
Rural,5879,7,3,91,1399358.3430901777
Suburban,3651,2,5,22,1596147.7977211224
Urban,1665,3,1,40,997289.4181317259
Urban,1389,6,3,2,1234465.796829222
Rural,2938,5,1,19,709900.2104874139
Suburban,2825,3,4,34,1334033.9434942957
Urban,3025,3,5,20,1787466.7331488184
Rural,5699,7,4,64,1474086.019304719
Urban,2850,2,5,79,1597307.4882818903
Urban,5603,4,4,5,2970862.5036897296
Urban,5141,6,2,16,2749590.1933609624
Urban,708,7,2,84,815171.4227105406
Urban,2521,4,5,64,1492534.169472521
Urban,2025,3,5,62,1298941.2202674577
Suburban,4737,4,4,37,1973670.117753008
Suburban,1825,1,2,17,815063.1001401242
Rural,4043,1,4,62,803027.2015343356
Rural,3607,6,5,18,1060749.147746251
Urban,5914,2,4,46,2769672.517171751
Rural,5912,3,3,38,1233107.5491287208
Urban,3430,7,4,49,2198489.6595128183
Rural,5367,2,2,24,1000107.6723601953
Rural,1642,7,5,34,632624.2844560817
Urban,2630,5,2,86,1546796.049063545
Suburban,4999,5,5,51,2232554.47767132
Suburban,3532,4,4,41,1652884.2852980017
Suburban,1674,6,2,21,1017886.7914953821
Suburban,2651,3,3,52,1221722.8965932163
Urban,2065,2,2,70,1044743.8312399586
Urban,2011,3,4,43,1345569.499982721
Urban,3015,3,5,40,1673974.9226350538
Rural,5350,2,5,24,1141670.9567930314
Urban,528,7,1,60,764882.0104349314
Urban,3022,5,5,15,1952950.6037391345
Rural,3421,4,4,64,874456.897590013
Rural,4438,1,3,1,999411.3018113388
Urban,4000,4,2,56,2067476.284467845
Suburban,5601,7,1,64,2277170.502506542
Suburban,3832,4,5,70,1766269.6657357158
Urban,2966,4,3,76,1673993.2002102798
Urban,5820,4,2,42,2854700.4716476887
Urban,3555,1,2,90,1665936.3156072358
Suburban,4650,3,2,10,1858513.9896993013
Suburban,4007,5,5,52,1837169.5399536688
Rural,2465,3,5,86,554505.247356609
Suburban,973,6,4,76,840089.8910430572
Suburban,4417,6,5,17,1989294.7407223654
Suburban,3539,3,3,67,1459313.2868495067
Suburban,1070,6,4,44,906268.516070727
Rural,1269,1,2,13,376725.6046237964
Urban,4217,5,4,0,2511016.6660945537
Rural,1418,4,1,12,592869.5280023172
Rural,3872,1,5,92,839723.9878906368
Urban,1311,1,5,77,888796.0077876713
Urban,2769,6,1,66,1541969.5968117747
Urban,5693,4,2,48,2742745.712620734
Rural,3031,7,1,75,746887.1958929849
Urban,5450,1,2,21,2433377.115810048
Suburban,1737,2,1,64,783316.373711
Suburban,4715,3,4,94,1867788.6595220636
Urban,3264,7,2,60,1894846.5792840216
Rural,754,6,3,55,402542.5001977689
Urban,5627,7,5,17,3106311.575818115
Urban,3845,7,3,41,2254610.3001725962
Urban,2981,7,3,99,1702408.5517928037
Urban,728,5,3,63,866192.0418827613
Rural,1359,1,3,60,446790.6900011712
Suburban,4467,6,5,43,2079152.9159334796
Urban,2801,2,5,1,1709472.139043076
Suburban,2843,1,3,74,1182706.8091739456
Suburban,2877,5,3,75,1338287.5520072037
Urban,6000,1,5,11,2858423.406911307
Rural,636,6,4,45,383664.168190578
Rural,6000,4,2,48,1219733.090379904
Rural,1689,1,1,83,380379.5286598693
Urban,1922,1,1,41,980036.738058193
Urban,1692,6,4,70,1327361.6233078453
Suburban,2018,3,2,75,887104.218009845
Urban,4226,7,1,80,2156168.1844901014
Urban,3245,1,2,22,1611813.342872301
Suburban,1488,4,5,79,947969.0708039177
Suburban,771,4,2,10,652645.2134760481
Rural,1628,1,1,41,318905.92185349966
Rural,2874,1,1,92,523023.08394563926
Rural,3964,7,2,12,994805.2668558243
Suburban,3810,3,2,90,1359488.3257939091
Suburban,2033,2,4,60,878557.3421183006
Suburban,5794,1,5,50,2241259.85384896
Rural,5344,7,1,9,1188951.0543486925
Urban,5644,6,1,23,2891369.840181254
Suburban,2253,2,5,68,990684.8560940177
Rural,3343,5,1,77,626674.109861053
Urban,5676,2,3,82,2584543.8999211118
Suburban,4927,1,2,57,1799726.8462102576
Suburban,1771,3,1,99,743930.775113853
Suburban,2028,3,2,100,775076.1929070109
Urban,3788,2,2,11,1928230.469727033
Suburban,3593,1,5,99,1446983.076752156
Rural,5336,1,1,14,1095752.219923109
Urban,4074,6,4,84,2193765.334009767
Rural,3889,1,3,49,786712.293495944
Suburban,1278,3,3,85,691518.6647157201
Urban,2439,1,3,66,1237288.0560540154
Urban,3616,6,5,96,2013721.5857513775
Suburban,1779,7,5,17,1410579.845874699
Suburban,5997,6,3,27,2537582.1572221117
Urban,4092,6,1,33,2067311.0277685355
Rural,2193,3,4,11,651709.0384416768
Suburban,2848,1,5,5,1327954.8590853473
Suburban,655,7,4,78,779788.2791007269
Suburban,3974,2,2,1,1686148.0223140968
Suburban,1887,4,1,8,860942.522645858
Urban,2096,4,2,13,1288821.2153902147
Urban,4888,2,4,49,2361072.6335768225
Urban,704,4,1,3,841407.6258741639
Urban,3527,4,1,50,1807362.760181179
Rural,806,1,4,73,205126.2651257739
Suburban,4819,2,2,52,1805802.6331026966
Rural,2876,3,4,2,796723.0672839901
Urban,5220,4,3,13,2628044.2505261092
Suburban,4557,2,2,18,1727185.1156516904
Rural,4144,2,1,83,940846.7066603901
Rural,2408,6,1,74,706263.1976842739
Suburban,3924,6,1,47,1692765.6102404594
Suburban,4541,2,1,74,1647025.2256858207
Urban,3954,5,2,69,2099046.5238898075
Rural,5852,2,3,24,1156007.6831688872
Rural,4051,2,1,61,877000.3418003914
Suburban,5292,4,2,11,2068080.2109121676
Rural,2185,5,2,83,565919.3017040131
Suburban,1647,4,1,25,885639.8872278435
Urban,1999,3,2,73,1120509.3265059972
Urban,5357,7,3,74,2847000.2528979476
Urban,4245,3,3,83,2013866.2457509474
Urban,3654,3,5,66,1952361.8122021859
Rural,4231,5,2,49,937553.15380185
Urban,1788,2,5,22,1188176.2922024124
Urban,4412,1,4,7,2187365.5271953954
Rural,2686,5,2,62,631103.5000183738
Suburban,3052,1,5,92,1275013.5796370418
Suburban,3333,4,2,100,1420532.8561404275
Suburban,3078,6,2,35,1550672.1806874636
Urban,5385,3,5,60,2618074.226357826
Urban,4002,5,4,11,2250444.704366678
Urban,5199,5,4,14,2773536.8396408698
Urban,1822,2,4,25,1092417.1856411102
Urban,3755,1,1,11,1858743.3329399913
Urban,5497,4,5,38,2768777.1161165787
Urban,1678,3,3,47,1067080.1272138797
Suburban,4060,3,2,54,1627059.1829207987
Suburban,5122,2,2,60,1850247.4959194332
Urban,3353,2,3,57,1732232.2685158302
Urban,3234,4,3,36,1924032.0131540573
Suburban,951,1,5,70,446882.26797522727
Suburban,1134,5,1,85,721713.5082017432
Suburban,4696,7,1,21,2042427.521814545
Urban,1796,5,4,41,1284516.660144812
Rural,1159,3,1,63,239230.31388878275
Urban,5849,3,4,29,2778532.078576704
Urban,850,4,2,66,731949.7943590565
Rural,4066,6,2,28,1036478.3424064666
Urban,5327,7,1,42,2761767.231384147
Suburban,2144,3,3,62,961417.4699826664
Suburban,3430,6,2,30,1708722.5591166974
Suburban,4554,7,2,56,2079655.7973458401
Suburban,5568,4,3,48,2194231.212650217
Rural,1401,7,5,77,501016.0666571501
Suburban,785,3,5,83,672901.6832689174
Urban,4500,7,3,82,2500180.568779
Suburban,1994,3,1,63,969624.3094331311
Suburban,3438,3,3,97,1370879.1919905585
Urban,3574,3,4,7,1975859.4446302997
Suburban,3825,5,1,92,1622275.9034882518
Rural,3033,3,3,62,747893.5538763147
Rural,2601,2,2,85,544346.9174868853
Rural,2594,2,5,3,680404.232630607
Suburban,3739,2,2,58,1367596.018983266
Urban,3469,1,4,73,1677434.6478152738
Urban,5737,6,1,36,2823205.6477469844
Urban,603,3,4,35,674963.0105504125
Urban,2215,1,2,29,1095786.1936117052
Urban,5648,2,4,36,2603606.79646302
Rural,2211,1,1,24,483590.9947685052
Rural,3082,4,3,28,747977.5158680867
Rural,5956,4,2,23,1255560.3813536554
Urban,3694,1,5,74,1817200.72929163
Suburban,5241,4,4,79,2042307.9639815155
Urban,1191,4,1,27,893426.8300164631
Suburban,3263,5,1,34,1499059.6229633598
Rural,4284,6,4,69,983361.0582746078
Rural,3152,2,2,38,785090.2891635522
Suburban,2726,2,3,51,1102062.3036224856
Urban,2252,6,1,16,1448205.6614019005
Rural,2021,3,4,64,530310.110728551
Urban,5909,4,5,14,3081518.236534729
Rural,739,4,5,80,355288.7579849146
Rural,2612,4,3,38,687807.475778126
Urban,5145,7,1,17,2691764.095859461
Suburban,4828,3,4,39,1972699.3032859697
Rural,821,1,5,81,314944.28192991903
Suburban,763,4,5,15,723173.2966795731
Urban,2153,7,4,47,1645727.914237742
Rural,4126,3,3,95,899725.4657003757
Suburban,5140,2,1,29,1829532.0501887654
Urban,3586,1,1,12,1738551.863096469
Suburban,3475,3,2,5,1455817.0249776468
Suburban,1644,7,3,19,1100339.7902216506
Suburban,1301,2,5,21,875988.6417365687
Urban,5640,6,2,70,2735755.569188481
Rural,5488,3,4,72,1101034.7743760103
Rural,2063,2,4,29,492469.23610665736
Rural,5842,5,2,93,1231789.7720913256
Urban,4816,1,1,50,2184132.213518749
Suburban,5312,2,2,12,1977173.4744292032
Rural,3628,4,3,34,1003392.1588612208
Urban,5853,2,5,96,2711316.940813899
Urban,1776,6,4,42,1353862.5830031536
Suburban,674,7,4,26,789630.9879463038
Rural,4942,1,5,77,1028957.2008149868
Suburban,5212,7,4,2,2472897.6863683057
Suburban,1359,7,1,68,988485.6316917131
Urban,1495,5,4,55,1188049.358728385
Urban,5608,3,1,22,2711772.800710509
Suburban,4500,2,3,40,1706182.4246658934
Urban,1271,1,5,36,1040420.0484798509
Urban,4579,5,3,18,2369928.6104845186
Rural,3677,4,4,35,991039.401507591
Urban,4826,3,1,39,2231727.9735338744
Rural,4024,7,3,67,969315.2767889162
Suburban,5621,7,4,32,2371963.0267606806
Suburban,4162,1,1,96,1464024.5457608658
Suburban,4294,5,3,2,2036749.7272502566
Urban,1675,3,3,43,1143165.9190409002
Suburban,5202,1,2,90,1745306.7768667792
Rural,1120,4,3,41,409960.90979487234
Rural,5005,1,2,8,978376.593357378
Rural,1966,5,4,94,552449.0269868758
Rural,3798,7,5,50,1095972.7652547031
Urban,2577,7,2,73,1580733.0239027238
Rural,5770,6,4,35,1304187.3147321625
Suburban,3920,7,1,19,1728532.5689930825
Suburban,3726,3,1,23,1429950.2780991765
Urban,4375,3,5,97,2287629.650740736
Rural,4238,1,4,37,950056.5403915165
Rural,4371,2,5,68,923082.4138604177
Urban,5367,2,4,91,2425268.31029186
Urban,513,6,4,22,854114.5307445975
Suburban,3779,1,2,78,1372388.6844922013
Urban,3557,5,2,46,1912901.2694010271
Urban,5991,2,2,4,2782275.901888795
Suburban,5213,1,3,5,1951336.3630278253
Urban,3575,7,1,66,1854091.316206581
Rural,738,4,5,99,343751.4693825346
Rural,1452,7,1,20,367465.4672671078
Suburban,626,2,1,6,397599.83882882586
Rural,3516,1,1,39,779520.6096827937
Suburban,4211,7,5,36,2030057.5691279075
Rural,750,6,5,31,384357.5711108038
Rural,4611,5,4,26,1076269.69164319
Urban,3119,2,1,64,1351014.4445622433
Urban,3911,5,3,18,2172965.188371167
Suburban,4753,5,3,23,2080305.3466258668
Suburban,2809,3,3,92,1243060.3181214677
Urban,2321,7,1,52,1469342.2978604587
Rural,4234,3,4,22,993790.8317285537
Rural,4148,6,5,17,1047188.086025519
Urban,5614,3,4,61,2704129.208557631
Suburban,3826,5,3,26,1813559.2509616057
Rural,534,5,4,26,558515.6195195073
Urban,5975,4,5,85,2941257.4151652255
Suburban,2214,1,5,34,1109814.5133252982
Urban,4752,4,5,42,2643529.973677237
Rural,1355,5,4,59,478711.15478582564
Suburban,3845,6,1,78,1600242.3015473958
Urban,2166,2,3,79,1170596.6987739077
Rural,2646,3,5,5,833507.4529545009
Urban,1126,7,5,56,1210171.3213744136
Suburban,5509,7,5,86,2426796.962636037
Rural,5199,4,3,83,1071435.342872914
Suburban,5497,4,4,58,2242518.7599371006
Urban,5138,6,1,44,2604246.136446262
Rural,3561,3,2,37,832902.6102095622
Suburban,1596,7,5,42,1131576.1727866472
Suburban,3144,6,5,52,1528253.5880024764
Urban,1658,6,5,42,1395027.3916203598
Urban,693,4,1,51,676969.4298298287
Urban,2752,2,3,43,1507780.7550803002
Rural,1773,6,5,51,761858.6606390998
Suburban,3304,2,3,97,1363893.2632947094
Suburban,582,7,5,95,755463.0450557283
Suburban,1647,6,5,95,1063020.5514044405
Urban,4348,2,4,56,2202881.98617415
Rural,5582,1,2,2,1102380.2641748283
Suburban,5537,1,4,34,2103206.6890860354
Rural,3373,3,1,83,668228.2346589317
Suburban,4589,7,5,18,2174469.230272308
Urban,2072,7,1,88,1315833.543929202
Urban,5590,1,3,45,2518601.003509062
Rural,4864,1,2,16,1011079.6465786943
Rural,5769,1,5,58,1322313.479349741
Suburban,4400,1,4,53,1611325.7869006696
Urban,3647,4,3,15,1980377.7449476777
Urban,742,4,5,31,786032.2725820537
Rural,1418,2,4,46,408814.9160895382
Suburban,948,1,5,76,622747.6731184352
Urban,3992,1,4,65,1968879.79736135
Suburban,4233,3,2,34,1738283.38018511
Rural,3944,5,4,52,896555.8975187239
Rural,625,3,2,98,241395.91366640624
Urban,823,5,5,95,846885.829689877
Urban,1415,7,5,89,1340495.4300444133
Suburban,2547,3,2,52,1228744.943288238
Urban,5577,1,2,63,2427212.125618797
Rural,1527,2,5,10,413863.8472296468
Suburban,4892,5,3,40,2021507.8437278317
Urban,1190,7,4,10,1317371.6951296222
Rural,5482,7,5,83,1260616.2889012555
Suburban,1214,3,2,62,690299.5738315493
Urban,1408,7,4,50,1359472.6044893009
Urban,3116,2,4,82,1509421.9007034416
Rural,2532,1,3,10,531020.8085758544
Suburban,5555,4,1,72,2127102.2579670544
Rural,5573,1,1,8,1144172.4153027488
Suburban,1910,4,5,3,1105828.8829575584
Suburban,5859,7,3,84,2450949.5965893716
Rural,649,7,1,59,428388.515129878
Rural,5366,7,2,30,1243805.8944483018
Urban,3152,2,1,26,1688299.3804392044
Urban,4876,7,2,24,2589070.2920423644
Rural,5712,7,5,61,1351244.3319513127
Urban,2799,4,1,23,1414800.9601624184
Urban,4864,2,1,99,2129302.2613096624
Urban,2562,5,1,23,1542825.0307926694
Suburban,881,3,2,58,491189.30358425947
Urban,1988,5,1,8,1369884.021918
Rural,5453,5,3,12,1135838.280188087
Rural,2718,6,2,28,687045.8332362222
Rural,2057,6,3,68,496045.6554849489
Suburban,5700,7,5,40,2542745.155969987
Suburban,2024,2,4,91,963799.2356890753
Suburban,907,2,3,29,629355.1743440778
Urban,4653,5,2,54,2367515.8450421635
Suburban,1891,2,1,46,810798.6292849419
Urban,2601,3,2,61,1371267.3385972304
Urban,1476,5,5,51,1371075.7608820437
Suburban,5883,6,4,94,2259198.5816245587
Urban,2713,4,5,52,1587559.2867941945
Urban,4884,4,5,58,2663786.457430451
Urban,3824,2,5,84,1893418.7095544022
Suburban,770,1,5,18,590401.8998228844
Urban,5777,7,1,74,2876518.3778642206
Suburban,4298,4,1,86,1702993.4984271084
Suburban,5570,2,5,71,2133744.7786489814
Suburban,4838,2,4,70,1861554.040636455
Urban,2512,7,1,23,1619143.9694540347
Rural,4884,3,3,13,998097.8949559826
Suburban,3904,6,4,50,1816440.326998483
Suburban,5189,1,1,67,1777113.54219625
Rural,2930,4,5,83,688591.4926799877
Urban,4970,6,1,95,2432502.09627282
Urban,4774,7,1,91,2353607.5661095027
Suburban,5876,2,2,81,1996595.6339616617
Suburban,4422,4,1,35,1833182.536950367
Suburban,5235,6,4,68,2143964.4976102407
Suburban,1835,1,4,97,737689.1816442852
Suburban,3413,1,5,77,1418934.9052572332
Suburban,2718,6,5,23,1484657.7606570695
Urban,907,2,4,3,854638.1147513428
Urban,4641,6,2,25,2521670.6146273785
Rural,5313,1,2,7,1047885.8254727701
Suburban,4789,2,4,22,1944204.8507466863
Rural,2006,5,3,31,479118.02762187645
Urban,2914,1,1,72,1290773.2013872664
Urban,5429,3,3,59,2524340.8045387636
Urban,2730,6,3,8,1725713.9907916058
Rural,2142,7,4,13,792747.9508773648
Suburban,4601,5,3,26,1928493.052297629
Rural,3636,4,2,55,716509.3293008814
Suburban,1022,5,3,31,888767.5596292715
Urban,5768,7,3,98,2895270.0511776027
Urban,3800,1,3,22,1874096.2639163712
Urban,5360,3,3,42,2613050.6543334955
Urban,929,7,2,45,1139116.680131745
Rural,593,2,5,3,311325.85582407296
Suburban,4776,1,5,51,1894160.8720993767
Rural,4233,7,3,36,1010108.2877713891
Suburban,3285,5,3,22,1577352.005645928
Rural,4745,6,3,71,1004715.7123642322
Suburban,5772,3,4,77,2259446.886442586
Rural,4885,3,5,36,1043356.5212439758
Rural,2038,7,1,61,589243.8013243777
Rural,1882,2,3,5,585707.9221370493
Urban,1991,6,4,15,1515521.8699713883
Urban,3192,1,5,99,1510205.5565936945
Rural,3106,7,2,1,870162.7570566788
Urban,3444,7,5,83,2160075.115928025
Rural,5871,2,3,13,1242385.0946965422
Urban,2256,3,3,93,1244626.694150731
Suburban,5484,1,2,2,1986324.0668136294
Rural,5082,7,2,67,1198671.1214611828
Urban,4184,2,1,51,1968954.0751253339
Suburban,1337,3,4,28,898869.8243052362
Rural,5401,3,2,26,1062029.565649088
Rural,3816,5,5,42,1075779.9787282397
Rural,2671,3,1,36,711574.7210391379
Urban,4239,4,4,85,2187763.4487975924
Rural,1522,5,4,71,499304.30165406084
Rural,2154,6,5,83,751617.8498407719
Rural,1367,4,1,24,312518.49225731514
Rural,4020,7,1,31,981760.5175465137
Rural,5965,3,5,86,1313069.8840015964
Suburban,4821,5,1,18,2046224.7647350568
Urban,3327,7,2,57,1956546.0364889458
Urban,5930,6,2,86,2789122.1190248234
Suburban,5834,5,3,42,2432371.768189401
Urban,5131,6,4,83,2742812.424598043
Suburban,1413,4,5,8,1080452.3777491923
Urban,3164,2,3,93,1523179.1845903182
Urban,1184,4,3,62,917817.2666575068
Urban,2701,5,5,21,1732879.5663469066
Rural,2104,6,2,87,573388.0138583209
Urban,3357,4,2,3,2003425.8489780459
Urban,3003,7,4,12,1965713.416801649
Suburban,952,7,5,6,990149.4253903893
Rural,1598,6,3,27,538353.5611398631
Suburban,2143,6,2,33,1300848.386990658
Suburban,5580,6,5,67,2304358.2462457432
Rural,1274,2,2,37,298675.73497197946
Urban,5126,3,3,87,2429234.951894335
Rural,2422,6,3,54,597628.1057834869
Urban,791,3,5,44,885973.7641261361
Urban,1945,2,1,41,960619.8224312081
Urban,3858,7,4,0,2444143.922463489
Rural,4281,4,1,4,925167.9602142121
Urban,2123,7,4,85,1429156.7543552401
Suburban,3787,3,3,85,1540197.9722743116
Rural,958,3,3,13,405646.68493299093
Suburban,4954,5,1,12,1975657.7891726026
Rural,5600,7,3,71,1286871.0435593151
Suburban,2078,3,5,84,1131752.2349912717
Urban,1767,5,3,52,1174309.5983553554
Suburban,3843,5,4,61,1677647.578172943
Rural,5158,4,4,89,1078839.4304487575
Urban,817,3,1,75,664292.3948576354
Suburban,3856,5,2,9,1771497.442507537
Suburban,1811,6,5,88,1133526.797659178
Urban,4333,1,4,61,2052223.1053108214
Suburban,1441,3,5,69,932179.01677275
Rural,2204,6,3,98,761240.1806511045
Suburban,5001,5,1,96,1905267.7325625054
Urban,5543,7,2,69,2832480.5341959973
Suburban,5736,2,4,59,2247038.2296383767
Urban,3001,7,5,99,1945604.1081287065
Urban,2523,5,1,70,1414398.2574736648
Suburban,1784,5,1,15,920762.7367821982
Suburban,5337,2,2,65,1947776.3317103507
Urban,5561,3,2,5,2698562.577271302
Rural,999,1,3,86,262239.97720476304
Urban,586,2,4,3,698242.8271742539
Suburban,5437,7,1,57,2241572.0050922497
Urban,1265,1,2,16,794075.6951507156
Rural,2009,3,4,73,599965.6347886442
